"trial","trial_in_block","block","gate","target_image","chosen_image","chosen_img_index","correct","rt","date","id","gender","age","asl_fluency","age_learned_asl","gate_name","gate_num"
"227","37","6","p_bear_look_2_01_5","bear","bear","0",TRUE,"6961","2015-05-13-16-56",22,"Female","20","2","18","p_bear_look_1","5"
"228","38","6","r_bird_where_4_09_4","bird","cat","0",FALSE,"13788","2015-05-13-16-56",22,"Female","20","2","18","r_bird_where_4","4"
"1","1","1","r_love_car_3_22_5","car","car","1",TRUE,"24586","2015-05-19-16-01",40,"Female","25","3","birth","r_love_car_3","5"
"2","2","1","r_love_bird_3_20_2","bird","bird","0",TRUE,"32637","2015-05-19-16-01",40,"Female","25","3","birth","r_love_bird_3","2"
"3","3","1","p_doll_find_2_03_6","doll","doll","1",TRUE,"9028","2015-05-19-16-01",40,"Female","25","3","birth","p_doll_find_1","6"
"4","4","1","p_bear_look_2_02_6","bear","doll","0",FALSE,"12197","2015-05-19-16-01",40,"Female","25","3","birth","p_bear_look_1","6"
"5","5","1","r_cat_which_1_25_4","cat","cat","0",TRUE,"5822","2015-05-19-16-01",40,"Female","25","3","birth","r_cat_which_1","4"
"6","6","1","r_love_book_3_24_1","book","book","0",TRUE,"10787","2015-05-19-16-01",40,"Female","25","3","birth","r_love_book_3","1"
"7","7","1","p_bird_look_1_25_2","bird","bird","0",TRUE,"6467","2015-05-19-16-01",40,"Female","25","3","birth","p_bird_look_1","2"
"8","8","1","p_book_look_2_03_3","book","car","0",FALSE,"6561","2015-05-19-16-01",40,"Female","25","3","birth","p_book_look_2","3"
"9","9","1","p_ball_where_1_23_3","ball","shoe","0",FALSE,"10821","2015-05-19-16-01",40,"Female","25","3","birth","p_ball_where_1","3"
"10","10","1","p_car_where_1_22_3","car","car","1",TRUE,"8647","2015-05-19-16-01",40,"Female","25","3","birth","p_car_where_1","3"
"11","11","1","p_doll_where_1_25_2","doll","bear","0",FALSE,"6859","2015-05-19-16-01",40,"Female","25","3","birth","p_doll_where_1","2"
"12","12","1","r_ball_where_4_07_2","ball","ball","0",TRUE,"11348","2015-05-19-16-01",40,"Female","25","3","birth","r_ball_where_4","2"
"13","13","1","p_kitty_hey_3_03_4","cat","cat","1",TRUE,"6721","2015-05-19-16-01",40,"Female","25","3","birth","p_kitty_hey_3","4"
"14","14","1","r_book_where_4_07_5","book","book","0",TRUE,"7797","2015-05-19-16-01",40,"Female","25","3","birth","r_book_where_4","5"
"15","15","1","r_love_bear_3_21_5","bear","bear","1",TRUE,"7324","2015-05-19-16-01",40,"Female","25","3","birth","r_love_bear_3","5"
"16","16","1","p_bear_where_1_25_1","bear","doll","0",FALSE,"4730","2015-05-19-16-01",40,"Female","25","3","birth","p_bear_where_1","1"
"17","17","1","r_ball_which_2_02_3","ball","shoe","1",FALSE,"6247","2015-05-19-16-01",40,"Female","25","3","birth","r_ball_which_2","3"
"18","18","1","r_doll_where_3_28_3","doll","bear","1",FALSE,"8667","2015-05-19-16-01",40,"Female","25","3","birth","r_doll_where_3","3"
"19","19","1","r_bird_where_4_10_5","bird","bird","1",TRUE,"11528","2015-05-19-16-01",40,"Female","25","3","birth","r_bird_where_4","5"
"20","20","1","r_bear_where_4_04_2","bear","bear","1",TRUE,"11530","2015-05-19-16-01",40,"Female","25","3","birth","r_bear_where_4","2"
"21","21","1","p_kitty_where_2_04_2","cat","cat","0",TRUE,"5892","2015-05-19-16-01",40,"Female","25","3","birth","p_kitty_where_2","2"
"22","22","1","p_shoe_hey_2_29_5","shoe","shoe","1",TRUE,"5227","2015-05-19-16-01",40,"Female","25","3","birth","p_shoe_hey_2","5"
"23","23","1","r_shoes_which_1_27_6","shoe","shoe","1",TRUE,"3531","2015-05-19-16-01",40,"Female","25","3","birth","r_shoes_which_1","6"
"24","24","1","p_bird_where_1_27_3","bird","bird","0",TRUE,"7397","2015-05-19-16-01",40,"Female","25","3","birth","p_bird_where_1","3"
"25","25","1","r_shoes_where_3_29_4","shoe","ball","0",FALSE,"10399","2015-05-19-16-01",40,"Female","25","3","birth","r_shoes_where_3","4"
"26","26","1","p_book_where_2_04_5","book","book","1",TRUE,"9884","2015-05-19-16-01",40,"Female","25","3","birth","p_book_where_2","5"
"27","27","1","r_book_which_2_00_4","book","car","0",FALSE,"5646","2015-05-19-16-01",40,"Female","25","3","birth","r_book_which_1","4"
"28","28","1","r_love_shoes_3_18_6","shoe","ball","0",FALSE,"7024","2015-05-19-16-01",40,"Female","25","3","birth","r_love_shoes_3","6"
"29","29","1","r_love_cat_3_25_5","cat","cat","0",TRUE,"8597","2015-05-19-16-01",40,"Female","25","3","birth","r_love_cat_3","5"
"30","30","1","r_bear_which_1_24_2","bear","bear","1",TRUE,"12630","2015-05-19-16-01",40,"Female","25","3","birth","r_bear_which_1","2"
"31","31","1","r_cat_where_4_00_3","cat","cat","1",TRUE,"18211","2015-05-19-16-01",40,"Female","25","3","birth","r_cat_where_3","3"
"32","32","1","p_shoe_where_1_21_4","shoe","shoe","0",TRUE,"8812","2015-05-19-16-01",40,"Female","25","3","birth","p_shoe_where_1","4"
"33","33","1","p_ball_find_2_05_5","ball","ball","0",TRUE,"4750","2015-05-19-16-01",40,"Female","25","3","birth","p_ball_find_2","5"
"34","34","1","r_car_where_3_22_2","car","book","0",FALSE,"12050","2015-05-19-16-01",40,"Female","25","3","birth","r_car_where_3","2"
"35","35","1","r_car_which_2_01_6","car","car","1",TRUE,"4312","2015-05-19-16-01",40,"Female","25","3","birth","r_car_which_1","6"
"36","36","1","r_love_ball_3_21_5","ball","ball","0",TRUE,"6135","2015-05-19-16-01",40,"Female","25","3","birth","r_love_ball_3","5"
"37","37","1","r_doll_which_1_20_1","doll","doll","1",TRUE,"5302","2015-05-19-16-01",40,"Female","25","3","birth","r_doll_which_1","1"
"38","38","1","r_love_doll_3_21_2","doll","doll","1",TRUE,"8182","2015-05-19-16-01",40,"Female","25","3","birth","r_love_doll_3","2"
"39","1","2","p_doll_where_1_26_3","doll","bear","0",FALSE,"6272","2015-05-19-16-01",40,"Female","25","3","birth","p_doll_where_1","3"
"40","2","2","r_car_where_3_25_5","car","car","1",TRUE,"9118","2015-05-19-16-01",40,"Female","25","3","birth","r_car_where_3","5"
"41","3","2","r_bear_where_4_07_5","bear","bear","1",TRUE,"8277","2015-05-19-16-01",40,"Female","25","3","birth","r_bear_where_4","5"
"42","4","2","p_shoe_where_1_18_1","shoe","ball","0",FALSE,"4163","2015-05-19-16-01",40,"Female","25","3","birth","p_shoe_where_1","1"
"43","5","2","r_bear_which_1_28_6","bear","bear","1",TRUE,"3761","2015-05-19-16-01",40,"Female","25","3","birth","r_bear_which_1","6"
"44","6","2","p_ball_find_2_01_1","ball","shoe","0",FALSE,"3150","2015-05-19-16-01",40,"Female","25","3","birth","p_ball_find_2","1"
"45","7","2","r_doll_where_4_00_5","doll","doll","0",TRUE,"10003","2015-05-19-16-01",40,"Female","25","3","birth","r_doll_where_3","5"
"46","8","2","r_love_car_3_23_6","car","car","1",TRUE,"9484","2015-05-19-16-01",40,"Female","25","3","birth","r_love_car_3","6"
"47","9","2","r_doll_which_1_22_3","doll","doll","1",TRUE,"5556","2015-05-19-16-01",40,"Female","25","3","birth","r_doll_which_1","3"
"48","10","2","r_love_cat_3_23_3","cat","cat","0",TRUE,"8208","2015-05-19-16-01",40,"Female","25","3","birth","r_love_cat_3","3"
"49","11","2","r_shoes_which_1_23_2","shoe","shoe","1",TRUE,"4821","2015-05-19-16-01",40,"Female","25","3","birth","r_shoes_which_1","2"
"50","12","2","r_book_where_4_08_6","book","book","0",TRUE,"9215","2015-05-19-16-01",40,"Female","25","3","birth","r_book_where_4","6"
"51","13","2","p_bear_look_2_00_4","bear","bear","0",TRUE,"5641","2015-05-19-16-01",40,"Female","25","3","birth","p_bear_look_1","4"
"52","14","2","p_bird_where_1_28_4","bird","bird","0",TRUE,"8645","2015-05-19-16-01",40,"Female","25","3","birth","p_bird_where_1","4"
"53","15","2","r_ball_which_2_01_2","ball","ball","1",TRUE,"5690","2015-05-19-16-01",40,"Female","25","3","birth","r_ball_which_2","2"
"54","16","2","p_shoe_hey_2_27_3","shoe","shoe","1",TRUE,"7743","2015-05-19-16-01",40,"Female","25","3","birth","p_shoe_hey_2","3"
"55","17","2","r_cat_where_4_01_4","cat","cat","0",TRUE,"7587","2015-05-19-16-01",40,"Female","25","3","birth","r_cat_where_3","4"
"56","18","2","p_kitty_where_2_07_5","cat","cat","0",TRUE,"8594","2015-05-19-16-01",40,"Female","25","3","birth","p_kitty_where_2","5"
"57","19","2","r_love_book_3_29_6","book","book","0",TRUE,"6470","2015-05-19-16-01",40,"Female","25","3","birth","r_love_book_3","6"
"58","20","2","r_love_doll_3_22_3","doll","doll","0",TRUE,"9586","2015-05-19-16-01",40,"Female","25","3","birth","r_love_doll_3","3"
"59","21","2","r_cat_which_1_24_3","cat","cat","1",TRUE,"5976","2015-05-19-16-01",40,"Female","25","3","birth","r_cat_which_1","3"
"60","22","2","r_bird_where_4_11_6","bird","bird","1",TRUE,"8355","2015-05-19-16-01",40,"Female","25","3","birth","r_bird_where_4","6"
"61","23","2","r_book_which_1_27_1","book","book","0",TRUE,"10367","2015-05-19-16-01",40,"Female","25","3","birth","r_book_which_1","1"
"62","24","2","r_love_ball_3_22_6","ball","ball","0",TRUE,"6708","2015-05-19-16-01",40,"Female","25","3","birth","r_love_ball_3","6"
"63","25","2","r_ball_where_4_11_6","ball","ball","1",TRUE,"11588","2015-05-19-16-01",40,"Female","25","3","birth","r_ball_where_4","6"
"64","26","2","p_book_where_2_02_3","book","book","0",TRUE,"9076","2015-05-19-16-01",40,"Female","25","3","birth","p_book_where_2","3"
"65","27","2","p_car_where_1_20_1","car","car","0",TRUE,"7325","2015-05-19-16-01",40,"Female","25","3","birth","p_car_where_1","1"
"66","28","2","p_bird_look_1_26_3","bird","bird","0",TRUE,"4373","2015-05-19-16-01",40,"Female","25","3","birth","p_bird_look_1","3"
"67","29","2","p_bear_where_1_29_5","bear","bear","1",TRUE,"4363","2015-05-19-16-01",40,"Female","25","3","birth","p_bear_where_1","5"
"68","30","2","p_ball_where_1_22_2","ball","ball","0",TRUE,"4519","2015-05-19-16-01",40,"Female","25","3","birth","p_ball_where_1","2"
"69","31","2","r_shoes_where_3_26_1","shoe","ball","1",FALSE,"8536","2015-05-19-16-01",40,"Female","25","3","birth","r_shoes_where_3","1"
"70","32","2","p_kitty_hey_3_01_2","cat","bird","1",FALSE,"7629","2015-05-19-16-01",40,"Female","25","3","birth","p_kitty_hey_3","2"
"71","33","2","r_love_bird_3_19_1","bird","cat","0",FALSE,"8030","2015-05-19-16-01",40,"Female","25","3","birth","r_love_bird_3","1"
"72","34","2","p_doll_find_1_29_2","doll","doll","0",TRUE,"5530","2015-05-19-16-01",40,"Female","25","3","birth","p_doll_find_1","2"
"73","35","2","r_love_bear_3_18_2","bear","bear","0",TRUE,"8618","2015-05-19-16-01",40,"Female","25","3","birth","r_love_bear_3","2"
"74","36","2","r_car_which_1_26_1","car","car","1",TRUE,"7536","2015-05-19-16-01",40,"Female","25","3","birth","r_car_which_1","1"
"75","37","2","r_love_shoes_3_16_4","shoe","shoe","1",TRUE,"6767","2015-05-19-16-01",40,"Female","25","3","birth","r_love_shoes_3","4"
"76","38","2","p_book_look_2_05_5","book","book","0",TRUE,"4228","2015-05-19-16-01",40,"Female","25","3","birth","p_book_look_2","5"
"77","1","3","r_ball_which_2_05_6","ball","ball","1",TRUE,"5766","2015-05-19-16-01",40,"Female","25","3","birth","r_ball_which_2","6"
"78","2","3","r_cat_which_1_22_1","cat","cat","1",TRUE,"5953","2015-05-19-16-01",40,"Female","25","3","birth","r_cat_which_1","1"
"79","3","3","r_love_ball_3_17_1","ball","ball","0",TRUE,"9339","2015-05-19-16-01",40,"Female","25","3","birth","r_love_ball_3","1"
"80","4","3","p_bear_look_1_28_2","bear","bear","0",TRUE,"5455","2015-05-19-16-01",40,"Female","25","3","birth","p_bear_look_1","2"
"81","5","3","r_car_which_1_27_2","car","car","1",TRUE,"7581","2015-05-19-16-01",40,"Female","25","3","birth","r_car_which_1","2"
"82","6","3","r_love_doll_3_25_6","doll","doll","0",TRUE,"7992","2015-05-19-16-01",40,"Female","25","3","birth","r_love_doll_3","6"
"83","7","3","p_car_where_1_24_5","car","car","1",TRUE,"4353","2015-05-19-16-01",40,"Female","25","3","birth","p_car_where_1","5"
"84","8","3","p_doll_where_1_28_5","doll","doll","0",TRUE,"4517","2015-05-19-16-01",40,"Female","25","3","birth","p_doll_where_1","5"
"85","9","3","r_bear_where_4_05_3","bear","bear","0",TRUE,"10426","2015-05-19-16-01",40,"Female","25","3","birth","r_bear_where_4","3"
"86","10","3","p_doll_find_2_00_3","doll","doll","0",TRUE,"5528","2015-05-19-16-01",40,"Female","25","3","birth","p_doll_find_1","3"
"87","11","3","r_bird_where_4_08_3","bird","cat","1",FALSE,"9638","2015-05-19-16-01",40,"Female","25","3","birth","r_bird_where_4","3"
"88","12","3","r_car_where_3_24_4","car","car","1",TRUE,"8946","2015-05-19-16-01",40,"Female","25","3","birth","r_car_where_3","4"
"89","13","3","r_book_where_4_05_3","book","book","1",TRUE,"9380","2015-05-19-16-01",40,"Female","25","3","birth","r_book_where_4","3"
"90","14","3","r_love_book_3_27_4","book","book","1",TRUE,"8645","2015-05-19-16-01",40,"Female","25","3","birth","r_love_book_3","4"
"91","15","3","p_ball_find_2_06_6","ball","ball","0",TRUE,"5307","2015-05-19-16-01",40,"Female","25","3","birth","p_ball_find_2","6"
"92","16","3","r_doll_where_3_26_1","doll","bear","1",FALSE,"6682","2015-05-19-16-01",40,"Female","25","3","birth","r_doll_where_3","1"
"93","17","3","p_bear_where_1_26_2","bear","bear","0",TRUE,"6671","2015-05-19-16-01",40,"Female","25","3","birth","p_bear_where_1","2"
"94","18","3","p_bird_where_1_26_2","bird","bird","0",TRUE,"4958","2015-05-19-16-01",40,"Female","25","3","birth","p_bird_where_1","2"
"95","19","3","r_love_shoes_3_17_5","shoe","ball","0",FALSE,"8351","2015-05-19-16-01",40,"Female","25","3","birth","r_love_shoes_3","5"
"96","20","3","r_love_bird_3_21_3","bird","cat","1",FALSE,"8332","2015-05-19-16-01",40,"Female","25","3","birth","r_love_bird_3","3"
"97","21","3","r_doll_which_1_24_5","doll","doll","1",TRUE,"6817","2015-05-19-16-01",40,"Female","25","3","birth","r_doll_which_1","5"
"98","22","3","p_bird_look_1_27_4","bird","bird","1",TRUE,"4260","2015-05-19-16-01",40,"Female","25","3","birth","p_bird_look_1","4"
"99","23","3","r_shoes_where_4_01_6","shoe","shoe","1",TRUE,"9094","2015-05-19-16-01",40,"Female","25","3","birth","r_shoes_where_3","6"
"100","24","3","r_ball_where_4_08_3","ball","ball","0",TRUE,"9652","2015-05-19-16-01",40,"Female","25","3","birth","r_ball_where_4","3"
"101","25","3","p_book_look_2_06_6","book","book","0",TRUE,"5426","2015-05-19-16-01",40,"Female","25","3","birth","p_book_look_2","6"
"102","26","3","r_love_cat_3_24_4","cat","bird","1",FALSE,"7489","2015-05-19-16-01",40,"Female","25","3","birth","r_love_cat_3","4"
"103","27","3","p_kitty_hey_3_02_3","cat","cat","1",TRUE,"9328","2015-05-19-16-01",40,"Female","25","3","birth","p_kitty_hey_3","3"
"104","28","3","p_book_where_2_00_1","book","book","1",TRUE,"6826","2015-05-19-16-01",40,"Female","25","3","birth","p_book_where_2","1"
"105","29","3","p_shoe_where_1_22_5","shoe","ball","1",FALSE,"3865","2015-05-19-16-01",40,"Female","25","3","birth","p_shoe_where_1","5"
"106","30","3","p_kitty_where_2_06_4","cat","cat","1",TRUE,"8715","2015-05-19-16-01",40,"Female","25","3","birth","p_kitty_where_2","4"
"107","31","3","r_shoes_which_1_25_4","shoe","shoe","1",TRUE,"4220","2015-05-19-16-01",40,"Female","25","3","birth","r_shoes_which_1","4"
"108","32","3","r_cat_where_4_02_5","cat","cat","0",TRUE,"7784","2015-05-19-16-01",40,"Female","25","3","birth","r_cat_where_3","5"
"109","33","3","r_love_car_3_19_2","car","car","0",TRUE,"10698","2015-05-19-16-01",40,"Female","25","3","birth","r_love_car_3","2"
"110","34","3","p_shoe_hey_3_00_6","shoe","shoe","0",TRUE,"5720","2015-05-19-16-01",40,"Female","25","3","birth","p_shoe_hey_2","6"
"111","35","3","r_book_which_1_28_2","book","book","0",TRUE,"7781","2015-05-19-16-01",40,"Female","25","3","birth","r_book_which_1","2"
"112","36","3","r_love_bear_3_20_4","bear","doll","1",FALSE,"12539","2015-05-19-16-01",40,"Female","25","3","birth","r_love_bear_3","4"
"113","37","3","p_ball_where_1_25_5","ball","shoe","0",FALSE,"3957","2015-05-19-16-01",40,"Female","25","3","birth","p_ball_where_1","5"
"114","38","3","r_bear_which_1_26_4","bear","bear","0",TRUE,"3960","2015-05-19-16-01",40,"Female","25","3","birth","r_bear_which_1","4"
"115","1","4","p_shoe_where_1_19_2","shoe","shoe","1",TRUE,"7585","2015-05-19-16-01",40,"Female","25","3","birth","p_shoe_where_1","2"
"116","2","4","p_shoe_hey_2_25_1","shoe","ball","1",FALSE,"11008","2015-05-19-16-01",40,"Female","25","3","birth","p_shoe_hey_2","1"
"117","3","4","r_bird_where_4_07_2","bird","bird","0",TRUE,"11558","2015-05-19-16-01",40,"Female","25","3","birth","r_bird_where_4","2"
"118","4","4","p_ball_find_2_03_3","ball","shoe","0",FALSE,"11679","2015-05-19-16-01",40,"Female","25","3","birth","p_ball_find_2","3"
"119","5","4","r_doll_where_3_27_2","doll","bear","1",FALSE,"10157","2015-05-19-16-01",40,"Female","25","3","birth","r_doll_where_3","2"
"120","6","4","r_doll_which_1_21_2","doll","doll","1",TRUE,"5054","2015-05-19-16-01",40,"Female","25","3","birth","r_doll_which_1","2"
"121","7","4","p_doll_where_1_29_6","doll","doll","0",TRUE,"4351","2015-05-19-16-01",40,"Female","25","3","birth","p_doll_where_1","6"
"122","8","4","r_bear_which_1_27_5","bear","bear","0",TRUE,"4643","2015-05-19-16-01",40,"Female","25","3","birth","r_bear_which_1","5"
"123","9","4","r_ball_which_2_00_1","ball","ball","0",TRUE,"6012","2015-05-19-16-01",40,"Female","25","3","birth","r_ball_which_2","1"
"124","10","4","r_love_ball_3_19_3","ball","ball","0",TRUE,"7401","2015-05-19-16-01",40,"Female","25","3","birth","r_love_ball_3","3"
"125","11","4","r_book_where_4_03_1","book","book","1",TRUE,"8877","2015-05-19-16-01",40,"Female","25","3","birth","r_book_where_4","1"
"126","12","4","p_ball_where_1_21_1","ball","shoe","1",FALSE,"6632","2015-05-19-16-01",40,"Female","25","3","birth","p_ball_where_1","1"
"127","13","4","r_love_bird_3_23_5","bird","cat","0",FALSE,"8560","2015-05-19-16-01",40,"Female","25","3","birth","r_love_bird_3","5"
"128","14","4","p_bear_look_1_27_1","bear","doll","0",FALSE,"7264","2015-05-19-16-01",40,"Female","25","3","birth","p_bear_look_1","1"
"129","15","4","r_bear_where_4_08_6","bear","doll","0",FALSE,"8931","2015-05-19-16-01",40,"Female","25","3","birth","r_bear_where_4","6"
"130","16","4","p_book_look_2_02_2","book","car","0",FALSE,"5205","2015-05-19-16-01",40,"Female","25","3","birth","p_book_look_2","2"
"131","17","4","r_shoes_where_3_27_2","shoe","ball","0",FALSE,"8771","2015-05-19-16-01",40,"Female","25","3","birth","r_shoes_where_3","2"
"132","18","4","p_car_where_1_23_4","car","car","1",TRUE,"5678","2015-05-19-16-01",40,"Female","25","3","birth","p_car_where_1","4"
"133","19","4","p_kitty_where_2_03_1","cat","bird","1",FALSE,"8376","2015-05-19-16-01",40,"Female","25","3","birth","p_kitty_where_2","1"
"134","20","4","r_car_which_1_29_4","car","car","0",TRUE,"5706","2015-05-19-16-01",40,"Female","25","3","birth","r_car_which_1","4"
"135","21","4","r_book_which_1_29_3","book","car","0",FALSE,"6671","2015-05-19-16-01",40,"Female","25","3","birth","r_book_which_1","3"
"136","22","4","p_bear_where_1_27_3","bear","doll","0",FALSE,"5622","2015-05-19-16-01",40,"Female","25","3","birth","p_bear_where_1","3"
"137","23","4","r_love_car_3_21_4","car","car","0",TRUE,"9304","2015-05-19-16-01",40,"Female","25","3","birth","r_love_car_3","4"
"138","24","4","r_cat_where_3_29_2","cat","cat","1",TRUE,"10939","2015-05-19-16-01",40,"Female","25","3","birth","r_cat_where_3","2"
"139","25","4","p_kitty_hey_3_04_5","cat","cat","0",TRUE,"6360","2015-05-19-16-01",40,"Female","25","3","birth","p_kitty_hey_3","5"
"140","26","4","r_love_doll_3_20_1","doll","bear","0",FALSE,"8926","2015-05-19-16-01",40,"Female","25","3","birth","r_love_doll_3","1"
"141","27","4","r_shoes_which_1_26_5","shoe","shoe","1",TRUE,"5122","2015-05-19-16-01",40,"Female","25","3","birth","r_shoes_which_1","5"
"142","28","4","p_book_where_2_05_6","book","car","1",FALSE,"6693","2015-05-19-16-01",40,"Female","25","3","birth","p_book_where_2","6"
"143","29","4","r_ball_where_4_06_1","ball","shoe","1",FALSE,"13640","2015-05-19-16-01",40,"Female","25","3","birth","r_ball_where_4","1"
"144","30","4","p_bird_look_1_28_5","bird","bird","0",TRUE,"4650","2015-05-19-16-01",40,"Female","25","3","birth","p_bird_look_1","5"
"145","31","4","r_love_book_3_26_3","book","car","0",FALSE,"7837","2015-05-19-16-01",40,"Female","25","3","birth","r_love_book_3","3"
"146","32","4","r_cat_which_1_26_5","cat","cat","1",TRUE,"4769","2015-05-19-16-01",40,"Female","25","3","birth","r_cat_which_1","5"
"147","33","4","p_doll_find_2_02_5","doll","doll","0",TRUE,"5323","2015-05-19-16-01",40,"Female","25","3","birth","p_doll_find_1","5"
"148","34","4","p_bird_where_1_29_5","bird","bird","0",TRUE,"4285","2015-05-19-16-01",40,"Female","25","3","birth","p_bird_where_1","5"
"149","35","4","r_car_where_3_21_1","car","book","0",FALSE,"11953","2015-05-19-16-01",40,"Female","25","3","birth","r_car_where_3","1"
"150","36","4","r_love_shoes_3_15_3","shoe","ball","0",FALSE,"8738","2015-05-19-16-01",40,"Female","25","3","birth","r_love_shoes_3","3"
"151","37","4","r_love_bear_3_19_3","bear","bear","0",TRUE,"7949","2015-05-19-16-01",40,"Female","25","3","birth","r_love_bear_3","3"
"152","38","4","r_love_cat_3_21_1","cat","cat","1",TRUE,"8562","2015-05-19-16-01",40,"Female","25","3","birth","r_love_cat_3","1"
"153","1","5","p_shoe_where_1_23_6","shoe","shoe","1",TRUE,"10054","2015-05-19-16-01",40,"Female","25","3","birth","p_shoe_where_1","6"
"154","2","5","r_bear_which_1_25_3","bear","bear","0",TRUE,"6992","2015-05-19-16-01",40,"Female","25","3","birth","r_bear_which_1","3"
"155","3","5","p_book_look_2_04_4","book","car","1",FALSE,"5896","2015-05-19-16-01",40,"Female","25","3","birth","p_book_look_2","4"
"156","4","5","p_bear_look_1_29_3","bear","bear","1",TRUE,"8193","2015-05-19-16-01",40,"Female","25","3","birth","p_bear_look_1","3"
"157","5","5","r_doll_which_1_25_6","doll","doll","0",TRUE,"5797","2015-05-19-16-01",40,"Female","25","3","birth","r_doll_which_1","6"
"158","6","5","r_shoes_which_1_22_1","shoe","shoe","1",TRUE,"7233","2015-05-19-16-01",40,"Female","25","3","birth","r_shoes_which_1","1"
"159","7","5","r_ball_where_4_09_4","ball","ball","1",TRUE,"8931","2015-05-19-16-01",40,"Female","25","3","birth","r_ball_where_4","4"
"160","8","5","r_love_shoes_3_14_2","shoe","ball","0",FALSE,"9122","2015-05-19-16-01",40,"Female","25","3","birth","r_love_shoes_3","2"
"161","9","5","p_car_where_1_25_6","car","book","0",FALSE,"7773","2015-05-19-16-01",40,"Female","25","3","birth","p_car_where_1","6"
"162","10","5","p_kitty_hey_3_05_6","cat","cat","1",TRUE,"6408","2015-05-19-16-01",40,"Female","25","3","birth","p_kitty_hey_3","6"
"163","11","5","r_love_doll_3_23_4","doll","bear","0",FALSE,"9280","2015-05-19-16-01",40,"Female","25","3","birth","r_love_doll_3","4"
"164","12","5","r_doll_where_4_01_6","doll","doll","1",TRUE,"9161","2015-05-19-16-01",40,"Female","25","3","birth","r_doll_where_3","6"
"165","13","5","r_ball_which_2_03_4","ball","ball","1",TRUE,"7231","2015-05-19-16-01",40,"Female","25","3","birth","r_ball_which_2","4"
"166","14","5","p_ball_find_2_04_4","ball","ball","1",TRUE,"5433","2015-05-19-16-01",40,"Female","25","3","birth","p_ball_find_2","4"
"167","15","5","p_shoe_hey_2_28_4","shoe","shoe","1",TRUE,"6856","2015-05-19-16-01",40,"Female","25","3","birth","p_shoe_hey_2","4"
"168","16","5","r_bear_where_4_03_1","bear","bear","1",TRUE,"10452","2015-05-19-16-01",40,"Female","25","3","birth","r_bear_where_4","1"
"169","17","5","p_kitty_where_2_08_6","cat","cat","1",TRUE,"6020","2015-05-19-16-01",40,"Female","25","3","birth","p_kitty_where_2","6"
"170","18","5","r_car_which_1_28_3","car","book","1",FALSE,"6565","2015-05-19-16-01",40,"Female","25","3","birth","r_car_which_1","3"
"171","19","5","r_love_ball_3_20_4","ball","ball","0",TRUE,"7877","2015-05-19-16-01",40,"Female","25","3","birth","r_love_ball_3","4"
"172","20","5","p_book_where_2_03_4","book","car","0",FALSE,"5721","2015-05-19-16-01",40,"Female","25","3","birth","p_book_where_2","4"
"173","21","5","p_doll_where_1_24_1","doll","bear","0",FALSE,"5355","2015-05-19-16-01",40,"Female","25","3","birth","p_doll_where_1","1"
"174","22","5","r_love_book_3_28_5","book","book","0",TRUE,"8241","2015-05-19-16-01",40,"Female","25","3","birth","r_love_book_3","5"
"175","23","5","r_love_cat_3_22_2","cat","cat","0",TRUE,"8002","2015-05-19-16-01",40,"Female","25","3","birth","r_love_cat_3","2"
"176","24","5","r_cat_where_3_28_1","cat","cat","0",TRUE,"10179","2015-05-19-16-01",40,"Female","25","3","birth","r_cat_where_3","1"
"177","25","5","r_love_bear_3_22_6","bear","bear","0",TRUE,"7138","2015-05-19-16-01",40,"Female","25","3","birth","r_love_bear_3","6"
"178","26","5","p_bear_where_2_00_6","bear","bear","0",TRUE,"4479","2015-05-19-16-01",40,"Female","25","3","birth","p_bear_where_1","6"
"179","27","5","r_book_which_2_02_6","book","car","0",FALSE,"6810","2015-05-19-16-01",40,"Female","25","3","birth","r_book_which_1","6"
"180","28","5","r_book_where_4_04_2","book","book","1",TRUE,"9414","2015-05-19-16-01",40,"Female","25","3","birth","r_book_where_4","2"
"181","29","5","p_bird_look_1_24_1","bird","bird","0",TRUE,"8178","2015-05-19-16-01",40,"Female","25","3","birth","p_bird_look_1","1"
"182","30","5","p_bird_where_2_00_6","bird","bird","0",TRUE,"5563","2015-05-19-16-01",40,"Female","25","3","birth","p_bird_where_1","6"
"183","31","5","r_cat_which_1_27_6","cat","cat","0",TRUE,"4609","2015-05-19-16-01",40,"Female","25","3","birth","r_cat_which_1","6"
"184","32","5","r_shoes_where_3_28_3","shoe","ball","0",FALSE,"9576","2015-05-19-16-01",40,"Female","25","3","birth","r_shoes_where_3","3"
"185","33","5","r_love_car_3_20_3","car","book","0",FALSE,"9373","2015-05-19-16-01",40,"Female","25","3","birth","r_love_car_3","3"
"186","34","5","p_doll_find_1_28_1","doll","doll","0",TRUE,"5463","2015-05-19-16-01",40,"Female","25","3","birth","p_doll_find_1","1"
"187","35","5","r_bird_where_4_09_4","bird","bird","1",TRUE,"10836","2015-05-19-16-01",40,"Female","25","3","birth","r_bird_where_4","4"
"188","36","5","r_love_bird_3_24_6","bird","bird","0",TRUE,"8065","2015-05-19-16-01",40,"Female","25","3","birth","r_love_bird_3","6"
"189","37","5","r_car_where_3_26_6","car","car","0",TRUE,"10529","2015-05-19-16-01",40,"Female","25","3","birth","r_car_where_3","6"
